logBB	label	smi
B3DB_5729	0	CCN(CCC(c1ccccc1)c1cc(C)ccc1O)C(C)C
B3DB_5730	1	CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
B3DB_5731	1	CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
B3DB_5732	1	CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
B3DB_5733	1	CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(O)C(NC)C1(C)O
B3DB_5734	1	CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
B3DB_5735	1	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
B3DB_5736	1	CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1C
B3DB_5737	1	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
B3DB_5738	1	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O
B3DB_5739	1	CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O
B3DB_5740	1	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
B3DB_5741	1	CCOC(=O)CCCCCCCCC(C)c1ccccc1I
B3DB_5742	1	CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1
B3DB_5743	1	CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
B3DB_5744	1	CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC
B3DB_5745	1	CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1
B3DB_5746	1	CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
B3DB_5747	1	CCOP(=O)(OCC)SCC[N+](C)(C)C
B3DB_5748	1	CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC
B3DB_5749	1	CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1
B3DB_5750	1	CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
B3DB_5752	1	CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2
B3DB_5753	1	CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1
B3DB_5754	1	CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1
B3DB_5756	0	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
B3DB_5757	1	CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
B3DB_5758	1	CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O
B3DB_5759	1	CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
B3DB_5760	1	CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
B3DB_5761	1	CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
B3DB_5763	1	CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
B3DB_5764	0	CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
B3DB_5766	0	CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
B3DB_5767	1	CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
B3DB_5768	1	CN=C(N)NC(=O)Nc1c(C)cccc1C
B3DB_5769	1	CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O
B3DB_5770	1	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
B3DB_5771	1	CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
B3DB_5772	1	CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
B3DB_5773	0	CNC(C)CCC=C(C)C
B3DB_5774	1	CNC1(C)C2CCC(C2)C1(C)C
B3DB_5775	1	CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O
B3DB_5777	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1
B3DB_5778	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
B3DB_5779	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1
B3DB_5780	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1
B3DB_5781	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1
B3DB_5782	1	CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CSC12)c1csc(N)n1
B3DB_5783	1	CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1
B3DB_5785	1	CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
B3DB_5786	0	COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
B3DB_5787	1	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)C1OC
B3DB_5788	1	COC(=O)CCC(=O)CN
B3DB_5789	1	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C
B3DB_5790	1	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(F)c([C@H]3CC[C@H](c4cc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)nc5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)cc2[nH]1)[C@@H](C)OC
B3DB_5791	1	COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
B3DB_5792	1	COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
B3DB_5793	1	COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
B3DB_5794	1	COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3
B3DB_5795	1	COCC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/OC)c3csc(N)n3)C2SC1
B3DB_5796	1	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
B3DB_5797	1	COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2
B3DB_5798	1	CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O
B3DB_5799	1	COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
B3DB_5800	1	COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
B3DB_5801	1	COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
B3DB_5802	1	COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
B3DB_5803	1	COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
B3DB_5804	1	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
B3DB_5805	1	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
B3DB_5806	1	COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
B3DB_5807	1	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
B3DB_5808	1	COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
B3DB_5809	1	COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C
B3DB_5810	1	COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
B3DB_5811	1	COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
B3DB_5812	1	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
B3DB_5813	1	COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
B3DB_5814	1	COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
B3DB_5815	1	COc1ccc(CCNC[C@@H](O)c2ccc(O)cc2)cc1OC
B3DB_5816	1	COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC
B3DB_5817	1	COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
B3DB_5818	1	COc1ccc(O)cc1
B3DB_5819	0	COc1ccc2cc(C(C)C(=O)O)ccc2c1
B3DB_5820	1	COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
B3DB_5821	1	COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1
B3DB_5822	1	COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
B3DB_5823	1	COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
B3DB_5824	1	COc1ccnc(C[S+]([O-])c2nc3ccc(-n4cccc4)cc3[nH]2)c1C
B3DB_5825	1	COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
B3DB_5826	1	COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
B3DB_5827	1	COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
B3DB_5829	1	CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1
B3DB_5830	1	CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
B3DB_5831	1	CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1
B3DB_5832	1	C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
B3DB_5833	1	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
B3DB_5834	1	C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
B3DB_5835	1	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
B3DB_5836	1	C[N+](C)(C)CCOC(N)=O
B3DB_5837	1	C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
B3DB_5839	1	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
B3DB_5840	1	Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12
B3DB_5841	1	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
B3DB_5842	1	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
B3DB_5843	1	Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
B3DB_5844	1	Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
B3DB_5845	1	Cc1cc(O)[n+]([O-])c(C2CCCCC2)c1
B3DB_5846	1	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
B3DB_5847	1	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
B3DB_5848	1	Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C
B3DB_5849	1	Cc1ccc(=O)n(-c2ccccc2)c1
B3DB_5850	1	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
B3DB_5851	1	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
B3DB_5852	1	Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1
B3DB_5853	1	Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
B3DB_5854	1	Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
B3DB_5855	1	Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
B3DB_5856	1	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
B3DB_5857	1	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
B3DB_5858	1	Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
B3DB_5859	1	Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O
B3DB_5860	1	Cc1cn[nH]c1
B3DB_5861	1	Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
B3DB_5862	1	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
B3DB_5863	1	Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
B3DB_5864	1	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
B3DB_5865	1	Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
B3DB_5866	1	Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1
B3DB_5867	1	Cc1ncc(CO)c(C=O)c1O
B3DB_5868	1	Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
B3DB_5869	1	Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1
B3DB_5870	1	Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1
B3DB_5871	1	Clc1cc(Cl)c(OCC#CI)cc1Cl
B3DB_5872	1	Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1
B3DB_5873	1	Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
B3DB_5874	1	Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
B3DB_5875	1	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
B3DB_5876	1	Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
B3DB_5877	0	Clc1ccc2nsnc2c1NC1=NCCN1
B3DB_5878	1	Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O
B3DB_5879	1	Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
B3DB_5880	1	Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1
B3DB_5881	1	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1
B3DB_5882	1	FC(F)(F)C(F)(F)C(F)(F)F
B3DB_5883	1	Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
B3DB_5884	1	N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
B3DB_5885	1	N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2
B3DB_5886	1	N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
B3DB_5887	1	N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
B3DB_5888	0	N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
B3DB_5889	1	N=C(N)N
B3DB_5890	1	N=C(N)N1CCc2ccccc2C1
B3DB_5891	1	N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1
B3DB_5892	1	NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1
B3DB_5893	1	NC(=O)N/N=C\c1ccc([N+](=O)[O-])o1
B3DB_5894	1	NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
B3DB_5895	1	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O
B3DB_5896	1	NC(CSSCC(N)C(=O)O)C(=O)O
B3DB_5897	1	NC(Cn1ccc(=O)c(O)c1)C(=O)O
B3DB_5898	1	NC1CCCCC1N
B3DB_5899	1	NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
B3DB_5900	1	NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
B3DB_5901	1	NCCCNCCCCNCCCN
B3DB_5902	1	NCCNCCNCCNCCN
B3DB_5903	1	NCCc1ccn[nH]1
B3DB_5904	1	NCCc1cnc[nH]1
B3DB_5905	1	NCc1ccc(S(N)(=O)=O)cc1
B3DB_5906	1	Nc1ccc(C(=O)NCC(=O)O)cc1
B3DB_5907	1	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
B3DB_5908	1	Nc1ccc(S(N)(=O)=O)cc1
B3DB_5909	1	Nc1ccc2cc3ccc(N)cc3nc2c1
B3DB_5910	1	Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
B3DB_5911	0	Nc1ccncc1
B3DB_5912	1	Nc1nc(/C(=C/CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1
B3DB_5913	0	Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1
B3DB_5914	1	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
B3DB_5915	1	Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
B3DB_5916	1	Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1
B3DB_5917	1	Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2
B3DB_5918	1	Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1
B3DB_5919	1	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
B3DB_5920	1	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
B3DB_5921	1	Nc1ncnc2nc[nH]c12
B3DB_5922	1	O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1
B3DB_5923	1	O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
B3DB_5924	1	O=C(C[S+]([O-])Cc1ccco1)NC/C=C/COc1cc(CN2CCCCC2)ccn1
B3DB_5925	1	O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
B3DB_5926	1	O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
B3DB_5927	1	O=C(NCCS(=O)(=O)O)c1cccs1
B3DB_5928	1	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
B3DB_5929	1	O=C(Nc1ccc2c(=O)cc(-c3nn[nH]n3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1
B3DB_5930	1	O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
B3DB_5931	1	O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1
B3DB_5932	0	O=C(O)CCCO
B3DB_5933	1	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O
B3DB_5934	1	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
B3DB_5935	1	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
B3DB_5936	1	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
B3DB_5937	0	O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
B3DB_5938	0	O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1
B3DB_5939	1	O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
B3DB_5940	1	O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
B3DB_5941	1	O=C(OCc1ccccc1)c1ccccc1
B3DB_5942	1	O=C(OOC(=O)c1ccccc1)c1ccccc1
B3DB_5943	1	O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1
B3DB_5944	0	O=C1CC=NN1c1ccccc1
B3DB_5945	0	O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
B3DB_5946	1	O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
B3DB_5947	1	O=C1OC(CO)C(O)C(O)C1O
B3DB_5948	1	O=C1OCCN1/N=C\c1ccc([N+](=O)[O-])o1
B3DB_5952	1	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
B3DB_5953	1	O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O
B3DB_5954	1	O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
B3DB_5955	1	O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
B3DB_5956	1	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
B3DB_5957	1	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
B3DB_5958	1	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
B3DB_5959	1	OC1COC(O)C(O)C1O
B3DB_5960	1	OC1COC2C(O)COC12
B3DB_5961	1	OCC(S)CS
B3DB_5962	1	OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O
B3DB_5963	1	Oc1c(Cl)cc(Cl)c2cccnc12
B3DB_5964	1	Oc1c(Cl)cc(Cl)cc1Cc1c(O)c(Cl)cc(Cl)c1Cl
B3DB_5965	1	Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1
B3DB_5966	1	Oc1ccccc1
B3DB_5967	1	On1ccccc1=S
B3DB_5968	1	c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
B3DB_5969	1	c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
B3DB_5971	0	C#C[C@@H](OC(N)=O)c1ccccc1
B3DB_5972	0	C#C[C@@](C)(O)CC
B3DB_5974	0	C#C[C@](O)(/C=C/Cl)CC
B3DB_5977	0	C/C=C/C(=O)N(CCC)[C@H](CC)C(=O)N(C)C
B3DB_5981	0	C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1
B3DB_5983	0	C=C1CC[C@@]2(O)[C@@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5
B3DB_5990	0	C=CC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
B3DB_5991	1	C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@@H]2SC1
B3DB_5992	1	C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
B3DB_5993	0	C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O
B3DB_5994	0	C=CCC1([C@H](C)CCC)C(=O)NC(=S)NC1=O
B3DB_5995	0	C=CCC1([C@H]2C=CCCC2)C(=O)NC(=S)NC1=O
B3DB_5998	0	C=CCN1CC[C@@]23CCCC[C@H]2[C@@H]1Cc1ccc(O)cc13
B3DB_6001	0	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@]3(O)[C@H]1C5
B3DB_6002	0	C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21
B3DB_6003	1	C=CCSCC(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O
B3DB_6004	0	C=CC[C@@H](N)Cc1ccccc1
B3DB_6006	0	C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O
B3DB_6010	1	C=N[C@@H](C(=O)N[C@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O)c1ccccc1
B3DB_6011	1	CC(=O)C1=C(O)[C@]2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)C[C@H]2[C@H](N)C1=O
B3DB_6015	0	CC(=O)N[C@H](CCC(N)=O)C(=O)O
